FID_europe;OBJECTID;CellCode;EofOrigin;NofOrigin;Shape_Leng;Shape_Area;value;FID_Ecosys;x_etrs;y_etrs;Baleen_wha;breed_bird;Coastal;deeptooth;FishSpec;Offshore;Saltmarsh;Seagrass;Seal;Seamounts;Smalltooth;Turtles;Cold_coral;Abyssal;CircaCS;CircaMS;CircaMud;CiOrOffMd;CircaRBR;CircaSand;InfraCS;InfraMS;InfraMud;InfraRBR;InfraSand;Na;OffCiCS;OffCiMS;OffCiMud;OffCiRBR;OffCiSand;Bathy
41594;41595;10kmE573N206;5730000;2060000;40000.00000000000;100000000.00000000000;1;11;5735000;2065000;0.00000000000;0.08000000000;1;0.00000000000;0.59596000000;0;0;0;0.50000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;1.00000000000;0;0;0;0;0
41953;41954;10kmE572N207;5720000;2070000;40000.00000000000;100000000.00000000000;1;10;5725000;2075000;0.00000000000;0.08000000000;1;0.00000000000;0.59596000000;0;0;0;0.50000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.07652254600;0;0;0;0;0;0.03251954600;0;0;0;0;0;0.88713173600;0;0;0;0;0
41954;41955;10kmE573N207;5730000;2070000;40000.00000000000;100000000.00000000000;1;12;5735000;2075000;0.00000000000;0.08000000000;1;0.00000000000;0.59596000000;0;1;0;0.50000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.00415328800;0;0;0;0;0;0.03460859300;0;0;0;0;0;0.95708588400;0;0;0;0;0
42311;42312;10kmE573N208;5730000;2080000;40000.00000000000;100000000.00000000000;1;13;5735000;2085000;0.00000000000;0.08000000000;1;0.00000000000;0.59596000000;0;0;0;0.50000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.01006437500;0;0;0;0;0;0.02149044900;0;0;0;0;0;0.89191367400;0;0;0;0;0
42312;42313;10kmE574N208;5740000;2080000;40000.00000000000;100000000.00000000000;1;14;5745000;2085000;0.00000000000;0.08000000000;1;0.00000000000;0.59596000000;0;0;0;0.50000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.03144678500;0;0;0;0;0;0.05156888700;0;0;0;0;0;0.56322322800;0;0;0;0;0
42313;42314;10kmE575N208;5750000;2080000;40000.00000000000;100000000.00000000000;1;18;5755000;2085000;0.00000000000;0.08000000000;1;0.00000000000;0.59596000000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.07486680400;0;0;0;0;0;0.03937148600;0;0;0;0;0;0.85577466100;0;0;0;0;0
42314;42315;10kmE576N208;5760000;2080000;40000.00000000000;100000000.00000000000;1;25;5765000;2085000;0.00000000000;0.00000000000;1;0.00000000000;0.59596000000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.01966754100;0;0;0;0;0;0.06581695000;0;0;0;0;0;0.91039149400;0;0;0;0;0
42315;42316;10kmE578N208;5780000;2080000;40000.00000000000;100000000.00000000000;1;58;5785000;2085000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;1;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.36861155600;0;0;0;0;0;0.00581244700;0;0;0;0;0;0.49928076700;0;0;0;0;0
42316;42317;10kmE579N208;5790000;2080000;40000.00000000000;100000000.00000000000;1;81;5795000;2085000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.73413290300;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.21033782100;0;0;0;0;0
42317;42318;10kmE580N208;5800000;2080000;40000.00000000000;100000000.00000000000;1;114;5805000;2085000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;1;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.46454720000;0;0;0;0;0;0.48193339200;0;0;0;0;0;0.00000000000;0;0;0;0;0
42318;42319;10kmE581N208;5810000;2080000;40000.00000000000;100000000.00000000000;1;157;5815000;2085000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;1;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.80290751800;0;0;0;0;0;0.04955576800;0;0;0;0;0;0.00000000000;0;0;0;0;0
42319;42320;10kmE582N208;5820000;2080000;40000.00000000000;100000000.00000000000;1;204;5825000;2085000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.67150760500;0;0;0;0;0;0.11564883200;0;0;0;0;0;0.00000000000;0;0;0;0;0
42675;42676;10kmE574N209;5740000;2090000;40000.00000000000;99999999.99990000000;1;15;5745000;2095000;0.00000000000;0.08000000000;1;0.00000000000;0.59596000000;0;0;0;0.50000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.55776473600;0;0;0;0;0
42676;42677;10kmE575N209;5750000;2090000;40000.00000000000;100000000.00000000000;1;19;5755000;2095000;0.00000000000;0.08000000000;1;0.00000000000;0.59596000000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.30464640700;1;0;0;0;0
42677;42678;10kmE576N209;5760000;2090000;40000.00000000000;100000000.00000000000;1;26;5765000;2095000;0.00000000000;0.00000000000;1;0.00000000000;0.59596000000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.02351476900;0;0;0;0;0;0.01045812700;0;0;0;0;0;0.44814151000;1;0;0;0;0
42678;42679;10kmE577N209;5770000;2090000;40000.00000000000;99999999.99990000000;1;38;5775000;2095000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.05309859300;0;0;0;0;0;0.01584835900;0;0;0;0;0;0.69045953600;0;0;0;0;0
42679;42680;10kmE578N209;5780000;2090000;40000.00000000000;100000000.00000000000;1;59;5785000;2095000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;1;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.08766332300;0;0;0;0;0;0.00982807300;0;0;0;0;0;0.66211496800;0;0;0;0;0
42680;42681;10kmE579N209;5790000;2090000;40000.00000000000;100000000.00000000000;1;82;5795000;2095000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.37256228000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.07683244400;0;0;0;0;0
42681;42682;10kmE580N209;5800000;2090000;40000.00000000000;99999999.99990000000;1;115;5805000;2095000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.08498073200;0;0;0;0;0;0.26200001200;0;0;0;0;0;0.01652716400;0;0;0;0;0
42682;42683;10kmE581N209;5810000;2090000;40000.00000000000;100000000.00000000000;1;158;5815000;2095000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.78047228800;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.12663393200;0;0;0;0;0
42683;42684;10kmE582N209;5820000;2090000;40000.00000000000;99999999.99990000000;1;205;5825000;2095000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.74841473600;0;0;0;0;0;0.23498530900;0;0;0;0;0;0.01087802200;0;0;0;0;0
42684;42685;10kmE583N209;5830000;2090000;40000.00000000000;100000000.00000000000;1;252;5835000;2095000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;1;0.04053206200;0;0;0;0;0;0.00000000000;0;0;0;0;0
43040;43041;10kmE575N210;5750000;2100000;40000.00000000000;100000000.00000000000;1;20;5755000;2105000;0.00000000000;0.08000000000;1;0.00000000000;0.59596000000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.01517104800;0;0;0;1;0
43041;43042;10kmE576N210;5760000;2100000;40000.00000000000;100000000.00000000000;1;27;5765000;2105000;0.00000000000;0.00000000000;1;0.00000000000;0.59596000000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43042;43043;10kmE577N210;5770000;2100000;40000.00000000000;100000000.00000000000;1;39;5775000;2105000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00036646100;0;0;0;0;0
43043;43044;10kmE578N210;5780000;2100000;40000.00000000000;100000000.00000000000;1;60;5785000;2105000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43044;43045;10kmE579N210;5790000;2100000;40000.00000000000;100000000.00000000000;1;83;5795000;2105000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;1;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43045;43046;10kmE580N210;5800000;2100000;40000.00000000000;100000000.00000000000;1;116;5805000;2105000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0;0.00000000000;0;0;0;0;0
43046;43047;10kmE581N210;5810000;2100000;40000.00000000000;100000000.00000000000;1;159;5815000;2105000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.23551658000;0;0;0;0;0;0.02739936100;0;0;0;0;0;0.00000000000;0;0;0;0;0
43047;43048;10kmE582N210;5820000;2100000;40000.00000000000;100000000.00000000000;1;206;5825000;2105000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.15782347600;0;0;0;0;0;0.84217652400;0;0;0;0;0;0.00000000000;0;0;0;0;0
43048;43049;10kmE583N210;5830000;2100000;40000.00000000000;100000000.00000000000;1;253;5835000;2105000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43049;43050;10kmE584N210;5840000;2100000;40000.00000000000;100000000.00000000000;1;304;5845000;2105000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43050;43051;10kmE585N210;5850000;2100000;40000.00000000000;100000000.00000000000;1;359;5855000;2105000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43051;43052;10kmE586N210;5860000;2100000;40000.00000000000;100000000.00000000000;1;419;5865000;2105000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43401;43402;10kmE576N211;5760000;2110000;40000.00000000000;100000000.00000000000;1;28;5765000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43402;43403;10kmE577N211;5770000;2110000;40000.00000000000;100000000.00000000000;1;40;5775000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;1.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43403;43404;10kmE578N211;5780000;2110000;40000.00000000000;100000000.00000000000;1;61;5785000;2115000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43404;43405;10kmE579N211;5790000;2110000;40000.00000000000;100000000.00000000000;1;84;5795000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;1;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43405;43406;10kmE580N211;5800000;2110000;40000.00000000000;100000000.00000000000;1;117;5805000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0;0.00000000000;0;0;0;0;0
43406;43407;10kmE581N211;5810000;2110000;40000.00000000000;100000000.00000000000;1;160;5815000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43407;43408;10kmE582N211;5820000;2110000;40000.00000000000;100000000.00000000000;1;207;5825000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43408;43409;10kmE583N211;5830000;2110000;40000.00000000000;100000000.00000000000;1;254;5835000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43409;43410;10kmE584N211;5840000;2110000;40000.00000000000;100000000.00000000000;1;305;5845000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43410;43411;10kmE585N211;5850000;2110000;40000.00000000000;100000000.00000000000;1;360;5855000;2115000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43411;43412;10kmE586N211;5860000;2110000;40000.00000000000;100000000.00000000000;1;420;5865000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43412;43413;10kmE587N211;5870000;2110000;40000.00000000000;100000000.00000000000;1;481;5875000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;1;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43413;43414;10kmE588N211;5880000;2110000;40000.00000000000;100000000.00000000000;1;545;5885000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;1;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43414;43415;10kmE589N211;5890000;2110000;40000.00000000000;100000000.00000000000;1;614;5895000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43415;43416;10kmE590N211;5900000;2110000;40000.00000000000;100000000.00000000000;1;685;5905000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43416;43417;10kmE591N211;5910000;2110000;40000.00000000000;100000000.00000000000;1;759;5915000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43417;43418;10kmE592N211;5920000;2110000;40000.00000000000;100000000.00000000000;1;833;5925000;2115000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;1;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43761;43762;10kmE577N212;5770000;2120000;40000.00000000000;100000000.00000000000;1;41;5775000;2125000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43762;43763;10kmE578N212;5780000;2120000;40000.00000000000;100000000.00000000000;1;62;5785000;2125000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43763;43764;10kmE579N212;5790000;2120000;40000.00000000000;100000000.00000000000;1;85;5795000;2125000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;1;0;0;0;0.00000000000;0;0;0;0;0
43764;43765;10kmE580N212;5800000;2120000;40000.00000000000;100000000.00000000000;1;118;5805000;2125000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43765;43766;10kmE581N212;5810000;2120000;40000.00000000000;100000000.00000000000;1;161;5815000;2125000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43766;43767;10kmE582N212;5820000;2120000;40000.00000000000;100000000.00000000000;1;208;5825000;2125000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43767;43768;10kmE583N212;5830000;2120000;40000.00000000000;100000000.00000000000;1;255;5835000;2125000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43768;43769;10kmE584N212;5840000;2120000;40000.00000000000;100000000.00000000000;1;306;5845000;2125000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43769;43770;10kmE585N212;5850000;2120000;40000.00000000000;100000000.00000000000;1;361;5855000;2125000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43770;43771;10kmE586N212;5860000;2120000;40000.00000000000;100000000.00000000000;1;421;5865000;2125000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43771;43772;10kmE587N212;5870000;2120000;40000.00000000000;100000000.00000000000;1;482;5875000;2125000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43772;43773;10kmE588N212;5880000;2120000;40000.00000000000;100000000.00000000000;1;546;5885000;2125000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43773;43774;10kmE589N212;5890000;2120000;40000.00000000000;100000000.00000000000;1;615;5895000;2125000;0.00000000000;0.00000000000;0;0.00000000000;0.23400700000;1;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43774;43775;10kmE590N212;5900000;2120000;40000.00000000000;100000000.00000000000;1;686;5905000;2125000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;1;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
43775;43776;10kmE591N212;5910000;2120000;40000.00000000000;100000000.00000000000;1;760;5915000;2125000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43776;43777;10kmE592N212;5920000;2120000;40000.00000000000;100000000.00000000000;1;834;5925000;2125000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
43777;43778;10kmE593N212;5930000;2120000;40000.00000000000;100000000.00000000000;1;904;5935000;2125000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;1;0
44121;44122;10kmE577N213;5770000;2130000;40000.00000000000;99999999.99990000000;1;42;5775000;2135000;0.00000000000;0.00000000000;1;0.00000000000;0.23400700000;0;0;0;0.00000000000;0;0.25000000000;0.00000000000;0.00000000000;0;0.00000000000;0;0;0;0;1;0.00000000000;0;0;0;0;0;0.00000000000;0;0;0;0;0
